8	116343204
8	116344096
8	116344664
8	116345518
8	116345623
8	116345885
8	116347009
8	116347022
8	116347023
8	116347749
8	116347922
8	116347939
8	116348297
8	116348404
8	116348408
8	116348493
8	116348524
8	116348854
8	116348980
8	116349034
8	116349384
8	116349486
8	116349967
8	116350019
8	116350067
8	116350376
8	116350388
8	116350442
8	116350535
8	116350650
8	116350998
8	116351030
8	116351140
8	116351285
8	116351383
8	116352067
8	116352200
8	116352222
8	116352254
8	116352480
8	116352529
8	116352569
8	116353363
8	116353413
8	116353421
8	116353560
8	116354163
8	116354212
8	116354264
8	116354363
8	116354433
8	116354606
8	116354684
8	116354849
8	116355189
8	116355858
8	116356236
8	116356847
8	116356928
8	116356954
8	116357012
8	116357078
8	116357098
8	116357354
8	116357398
8	116357407
8	116357656
8	116358120
8	116358168
8	116358695
8	116358723
8	116358782
8	116358885
8	116359584
8	116359731
8	116359862
8	116360038
8	116360131
8	116360750
8	116360766
8	116360965
8	116361008
8	116361196
8	116361204
8	116361221
8	116361267
8	116361272
8	116361328
8	116361409
8	116361657
8	116361975
8	116362004
8	116362343
8	116362376
8	116362558
8	116362959
8	116363583
8	116363883
8	116363926
8	116364313
8	116364372
8	116364887
8	116364994
8	116365097
8	116365483
8	116365651
8	116365652
8	116366309
8	116366780
8	116367077
8	116367157
8	116367487
8	116367545
8	116367627
8	116368256
8	116368298
8	116368443
8	116368601
8	116368819
8	116369400
8	116369587
8	116369605
8	116370823
8	116371218
8	116371285
8	116371327
8	116371538
8	116371634
8	116371978
8	116372096
8	116372254
8	116373235
8	116373279
8	116373329
8	116373839
8	116374140
8	116374909
8	116375505
8	116375704
8	116376244
8	116376316
8	116376583
8	116376610
8	116376642
8	116377199
8	116377241
8	116377593
8	116377598
8	116377767
8	116378199
8	116379029
8	116379203
8	116379337
8	116379484
8	116379713
8	116380073
8	116380712
8	116380751
8	116381389
8	116381538
8	116381618
8	116381751
8	116381814
8	116382039
8	116382203
8	116382608
8	116382802
8	116382826
8	116382921
8	116383004
8	116383409
8	116383799
8	116384044
8	116384481
8	116384588
8	116384593
8	116384731
8	116384889
8	116385168
8	116385313
8	116385342
8	116385694
8	116385802
8	116385988
8	116386120
8	116386325
8	116386526
8	116386778
8	116386850
8	116387133
8	116387977
8	116388202
8	116388244
8	116388891
8	116389364
8	116389703
8	116390436
8	116390617
8	116390913
8	116391169
8	116391292
8	116391340
8	116392633
8	116392814
8	116393001
8	116393025
8	116393527
8	116393593
8	116393710
8	116393745
8	116393923
8	116394033
8	116394075
8	116394128
8	116394414
8	116394574
8	116394592
8	116394914
8	116395110
8	116395114
8	116395136
8	116395151
8	116395256
8	116395615
8	116396159
8	116396291
8	116396986
8	116397093
8	116397317
8	116397484
8	116397970
8	116398435
8	116398618
8	116398809
8	116398911
8	116399363
8	116399367
8	116399405
8	116399509
8	116399629
8	116399761
8	116400586
8	116400880
8	116401505
8	116401613
8	116401723
8	116402082
8	116402261
8	116402541
8	116403145
8	116403541
8	116403637
8	116403730
8	116403915
8	116403939
8	116404463
8	116404736
8	116404834
8	116404971
8	116405062
8	116405128
8	116405165
8	116405191
8	116405233
8	116405993
8	116406171
8	116406602
8	116407138
8	116408515
8	116408867
8	116409058
8	116409435
8	116410140
8	116410223
8	116410625
8	116411317
8	116411559
8	116411901
8	116412496
8	116412567
8	116412658
8	116412857
8	116412878
8	116413105
8	116413664
8	116414531
8	116415098
8	116415575
8	116415832
8	116416131
8	116416322
8	116416500
8	116416989
8	116417563
8	116417991
8	116418002
8	116418194
8	116418288
8	116420327
8	116421936
8	116422839
8	116423300
8	116423961
8	116424159
8	116424407
8	116425504
8	116425765
8	116425850
8	116425860
8	116428204
8	116428430
8	116429199
8	116429311
8	116429663
8	116429786
8	116429998
8	116430861
8	116431304
8	116431375
8	116431568
8	116432183
8	116432639
8	116432676
8	116433576
8	116434434
8	116434687
8	116434689
8	116434731
8	116434764
8	116435836
8	116436385
8	116437154
8	116437468
8	116438787
8	116438939
8	116439407
8	116439639
8	116440139
8	116440189
8	116440667
